Stock Name,Date,Open,High,Low,Close,Volume,Chg%
Tata Motors Ltd.,2023-08-08 00:00:00,612.55,614.75,605.25,607.3,8860000.0,-0.36
JSW Steel Ltd.,2022-09-01 00:00:00,655.0,669.8,653.25,661.6,2470000.0,-0.79
Asian Paints Ltd.,2020-02-10 00:00:00,1867.0,1872.75,1837.2,1869.5,747710.0,0.58
Apollo Hospitals Enterprises Ltd.,2023-03-09 00:00:00,4399.0,4538.25,4385.15,4418.15,684690.0,0.96
ITC Ltd.,2022-01-14 00:00:00,223.95,224.8,222.3,222.6,10570000.0,-0.6
Bajaj Auto Ltd.,2022-09-02 00:00:00,4080.0,4102.8,4025.4,4030.9,556540.0,-1.11
State Bank Of India,2020-04-15 00:00:00,187.0,191.95,180.15,182.35,72190000.0,-0.63
Power Grid Corporation of India Ltd.,2023-03-03 00:00:00,165.3,169.09,165.3,166.57,9950000.0,0.79
Oil And Natural Gas Corporation Ltd.,2020-11-23 00:00:00,72.0,77.8,71.8,76.5,44110000.0,6.77
Power Grid Corporation of India Ltd.,2022-06-22 00:00:00,158.1,158.44,156.15,157.99,10260000.0,0.15
Divi's Laboratories Ltd.,2023-01-11 00:00:00,3500.0,3500.0,3406.0,3411.45,239030.0,-2.58
Bharat Petroleum Corp. Ltd.,2021-04-06 00:00:00,399.29,402.72,393.99,397.52,4600000.0,0.01
Larsen & Toubro Ltd.,2023-08-22 00:00:00,2668.0,2685.65,2662.0,2678.8,1500000.0,0.62
Bajaj Auto Ltd.,2020-02-01 00:00:00,3165.1,3214.45,3125.5,3143.3,477310.0,-1.16
SBI Life Insurance Company Ltd.,2020-03-30 00:00:00,598.9,634.5,575.0,622.0,1300000.0,3.18
Coal India Ltd.,2021-12-13 00:00:00,152.8,152.8,147.95,149.0,9890000.0,-1.52
Tata Motors Ltd.,2022-03-29 00:00:00,436.0,439.35,431.4,433.7,18710000.0,0.23
Hindustan Unilever Ltd.,2020-02-18 00:00:00,2252.6,2262.95,2222.1,2234.4,1190000.0,-0.81
Adani Enterprises Ltd.,2023-08-14 00:00:00,2480.0,2484.95,2400.05,2456.0,9790000.0,-3.29
Bajaj Auto Ltd.,2022-02-18 00:00:00,3597.0,3642.5,3563.6,3632.15,277300.0,0.97
Cipla Ltd.,2021-07-09 00:00:00,952.0,965.6,949.95,959.8,1300000.0,0.96
Hero MotoCorp Ltd.,2023-06-21 00:00:00,2801.0,2830.0,2800.0,2823.55,407190.0,0.82
IndusInd Bank Ltd.,2023-01-18 00:00:00,1232.0,1238.0,1218.0,1223.0,1870000.0,-0.6
SBI Life Insurance Company Ltd.,2023-06-01 00:00:00,1241.5,1243.0,1204.4,1207.75,1040000.0,-2.21
Bharat Petroleum Corp. Ltd.,2022-06-02 00:00:00,327.0,334.25,322.55,329.35,8060000.0,1.03
Axis Bank Ltd.,2023-06-26 00:00:00,959.5,963.5,953.1,960.55,5800000.0,0.22
UPL Ltd.,2020-09-04 00:00:00,514.75,517.85,504.55,508.45,3770000.0,-2.57
Grasim Industries Ltd.,2022-06-27 00:00:00,1335.84,1351.09,1327.86,1345.11,1120000.0,1.97
Infosys Ltd.,2021-09-01 00:00:00,1709.5,1709.5,1673.15,1677.75,7800000.0,-1.68
Titan Company Ltd.,2022-05-31 00:00:00,2254.9,2300.0,2176.6,2216.0,7010000.0,-1.77
Titan Company Ltd.,2023-05-09 00:00:00,2753.3,2790.0,2738.45,2748.4,893690.0,-0.1
Tech Mahindra Ltd.,2023-03-06 00:00:00,1092.0,1096.0,1085.0,1090.05,2080000.0,0.45
Power Grid Corporation of India Ltd.,2021-11-24 00:00:00,149.45,153.33,149.3,150.26,18120000.0,0.72
Bajaj Auto Ltd.,2020-05-26 00:00:00,2580.0,2597.95,2533.6,2564.85,686480.0,0.43
Nestle India Ltd.,2022-10-04 00:00:00,19250.0,19350.0,19051.2,19251.85,37290.0,1.37
UltraTech Cement Ltd.,2023-05-24 00:00:00,7650.0,7683.95,7590.05,7653.8,160570.0,-0.01
Hero MotoCorp Ltd.,2020-04-22 00:00:00,1797.44,1902.29,1794.34,1884.97,2740000.0,3.29
Reliance Industries Ltd.,2020-05-22 00:00:00,1451.8,1458.0,1426.5,1431.55,17460000.0,-0.67
SBI Life Insurance Company Ltd.,2022-05-24 00:00:00,1072.75,1083.6,1057.25,1073.4,847700.0,-0.29
Eicher Motors Ltd.,2020-01-13 00:00:00,2060.0,2060.01,2006.32,2028.0,1320000.0,-0.75
Power Grid Corporation of India Ltd.,2020-01-17 00:00:00,108.62,109.67,107.35,109.43,4700000.0,0.49
Adani Enterprises Ltd.,2022-02-03 00:00:00,1771.95,1787.0,1746.4,1751.85,588870.0,-1.55
SBI Life Insurance Company Ltd.,2022-05-06 00:00:00,1073.0,1081.0,1052.2,1059.15,1350000.0,-2.26
Oil And Natural Gas Corporation Ltd.,2022-09-22 00:00:00,130.4,130.85,128.1,128.65,11370000.0,-1.72
Bharat Petroleum Corp. Ltd.,2023-10-03 00:00:00,348.5,349.2,340.85,341.35,5260000.0,-1.51
Titan Company Ltd.,2021-11-30 00:00:00,2336.4,2390.0,2336.4,2375.5,2680000.0,2.21
Apollo Hospitals Enterprises Ltd.,2021-10-27 00:00:00,4278.8,4325.1,4215.15,4276.55,623850.0,0.2
Adani Ports and Special Economic Zone Ltd.,2022-11-21 00:00:00,885.0,888.0,869.0,871.6,6110000.0,-1.95
Hindalco Industries Ltd.,2023-09-20 00:00:00,482.0,486.4,475.25,478.3,5860000.0,-1.28
Kotak Mahindra Bank Ltd.,2021-10-26 00:00:00,2154.5,2240.0,2123.7,2210.95,10670000.0,2.62
Tata Steel Ltd.,2022-02-09 00:00:00,123.1,123.4,120.82,122.24,73520000.0,0.23
Hero MotoCorp Ltd.,2021-02-26 00:00:00,3393.01,3411.59,3188.53,3212.65,1880000.0,-6.13
Hero MotoCorp Ltd.,2020-07-17 00:00:00,2711.44,2771.05,2699.16,2760.12,969120.0,1.81
Cipla Ltd.,2023-09-21 00:00:00,1232.0,1240.25,1204.0,1206.4,1900000.0,-2.69
State Bank Of India,2020-03-30 00:00:00,190.0,195.0,186.25,186.9,60080000.0,-4.62
Maruti Suzuki India Ltd.,2021-11-01 00:00:00,7401.0,7666.0,7401.0,7615.55,1010000.0,1.78
Oil And Natural Gas Corporation Ltd.,2021-07-12 00:00:00,119.0,119.35,118.0,118.55,8420000.0,0.55
Bharti Airtel Ltd.,2022-10-07 00:00:00,792.0,796.8,784.7,793.1,6030000.0,0.57
Apollo Hospitals Enterprises Ltd.,2021-02-23 00:00:00,2945.2,3052.5,2937.5,2996.75,1470000.0,2.29
Grasim Industries Ltd.,2021-03-05 00:00:00,1341.03,1363.8,1316.38,1331.64,2710000.0,-0.82
ITC Ltd.,2021-12-06 00:00:00,221.65,222.2,217.5,217.9,13140000.0,-1.69
Tata Motors Ltd.,2022-01-10 00:00:00,493.1,504.9,491.3,503.7,25190000.0,2.67
Titan Company Ltd.,2022-12-20 00:00:00,2516.8,2517.6,2482.1,2508.15,597900.0,-0.54
Bharat Petroleum Corp. Ltd.,2020-07-07 00:00:00,362.37,363.3,350.81,352.72,4930000.0,-2.65
SBI Life Insurance Company Ltd.,2022-06-09 00:00:00,1136.95,1167.25,1130.55,1163.7,1140000.0,2.43
Adani Enterprises Ltd.,2023-06-09 00:00:00,2447.95,2458.9,2428.0,2451.15,1950000.0,0.91
JSW Steel Ltd.,2020-01-10 00:00:00,278.0,280.0,275.0,277.9,7630000.0,-0.07
Power Grid Corporation of India Ltd.,2022-12-21 00:00:00,162.79,163.69,160.39,162.04,7010000.0,-0.57
Cipla Ltd.,2021-03-24 00:00:00,777.8,798.7,772.65,792.95,6900000.0,2.17
Hindustan Unilever Ltd.,2022-09-01 00:00:00,2650.0,2655.0,2594.0,2606.0,1700000.0,-2.02
Dr. Reddy's Laboratories Ltd.,2022-06-02 00:00:00,4303.1,4360.0,4290.0,4333.15,327940.0,0.33
HDFC Bank Ltd.,2022-01-17 00:00:00,1530.0,1556.0,1519.15,1521.5,11490000.0,-1.53
Mahindra & Mahindra Ltd.,2023-06-27 00:00:00,1406.7,1417.0,1393.6,1402.4,2740000.0,0.34
Britannia Industries Ltd.,2020-11-24 00:00:00,3561.78,3579.71,3518.64,3549.07,752970.0,0.14
Reliance Industries Ltd.,2019-11-14 00:00:00,1462.14,1467.69,1442.13,1449.01,6580000.0,-0.65
JSW Steel Ltd.,2021-05-12 00:00:00,740.0,741.9,700.0,707.9,14410000.0,-3.59
Eicher Motors Ltd.,2023-03-01 00:00:00,3106.0,3143.9,3086.7,3138.8,522390.0,1.06
Mahindra & Mahindra Ltd.,2023-09-29 00:00:00,1574.0,1576.5,1550.1,1554.25,1250000.0,-0.12
Infosys Ltd.,2021-05-20 00:00:00,1348.4,1349.1,1335.0,1339.3,4490000.0,0.17
Mahindra & Mahindra Ltd.,2022-05-23 00:00:00,911.0,943.45,910.25,941.9,6610000.0,4.22
HDFC Bank Ltd.,2020-05-22 00:00:00,850.0,870.3,833.05,838.85,21030000.0,-2.41
Reliance Industries Ltd.,2019-10-27 00:00:00,1427.47,1431.43,1416.57,1420.78,1390000.0,0.21
Grasim Industries Ltd.,2020-11-05 00:00:00,782.97,805.73,782.97,799.77,2970000.0,2.72
Britannia Industries Ltd.,2023-06-23 00:00:00,4972.05,4986.95,4945.3,4970.8,191940.0,-0.33
SBI Life Insurance Company Ltd.,2023-07-19 00:00:00,1314.6,1321.55,1307.25,1310.45,659900.0,-0.31
Tata Motors Ltd.,2021-06-15 00:00:00,355.75,360.75,351.5,352.7,35530000.0,-0.91
JSW Steel Ltd.,2020-09-10 00:00:00,289.35,290.25,278.45,285.35,9370000.0,-0.52
Power Grid Corporation of India Ltd.,2020-06-22 00:00:00,97.78,99.64,94.6,99.0,33040000.0,4.2
Kotak Mahindra Bank Ltd.,2019-10-23 00:00:00,1630.0,1638.7,1603.3,1613.65,3090000.0,-0.93
Apollo Hospitals Enterprises Ltd.,2021-10-13 00:00:00,4385.0,4409.0,4340.0,4377.5,302340.0,0.6
Apollo Hospitals Enterprises Ltd.,2019-12-16 00:00:00,1370.0,1389.9,1366.0,1370.55,825490.0,1.3
Reliance Industries Ltd.,2020-08-19 00:00:00,2141.0,2154.0,2121.35,2131.55,15730000.0,0.61
Infosys Ltd.,2022-04-06 00:00:00,1855.0,1857.5,1822.15,1828.85,5410000.0,-1.73
SBI Life Insurance Company Ltd.,2023-03-15 00:00:00,1080.0,1081.4,1062.0,1067.05,1570000.0,-0.93
UltraTech Cement Ltd.,2020-05-13 00:00:00,3450.0,3580.0,3450.0,3546.7,1230000.0,5.89
UPL Ltd.,2021-04-28 00:00:00,602.95,613.7,601.2,608.05,4980000.0,1.77
Power Grid Corporation of India Ltd.,2019-11-25 00:00:00,110.31,111.09,109.65,110.09,6530000.0,-0.07
Britannia Industries Ltd.,2020-06-25 00:00:00,3424.9,3474.4,3420.0,3450.4,546490.0,0.12
JSW Steel Ltd.,2022-02-17 00:00:00,641.8,649.45,634.4,638.2,2380000.0,0.03
Britannia Industries Ltd.,2019-11-19 00:00:00,3140.9,3158.35,3110.0,3120.35,261350.0,-0.65
HCL Technologies Ltd.,2020-07-03 00:00:00,572.0,580.55,570.6,579.15,3740000.0,1.75
HDFC Life Insurance Company Ltd.,2020-07-09 00:00:00,584.1,589.9,582.95,585.2,2440000.0,0.56
Tata Consumer Products Ltd.,2023-03-20 00:00:00,691.0,706.75,691.0,702.6,1020000.0,-0.51
Hindustan Unilever Ltd.,2020-01-08 00:00:00,1910.0,1936.05,1906.45,1929.35,1890000.0,0.45
Bharat Petroleum Corp. Ltd.,2022-03-04 00:00:00,347.95,351.5,343.0,348.35,7780000.0,0.56
Eicher Motors Ltd.,2023-08-10 00:00:00,3412.0,3434.8,3380.1,3414.7,640760.0,0.06
Reliance Industries Ltd.,2022-11-01 00:00:00,2600.0,2600.0,2508.0,2529.85,6440000.0,-0.77
Coal India Ltd.,2019-12-23 00:00:00,200.6,202.35,196.3,197.25,6670000.0,-1.77
Tata Consumer Products Ltd.,2021-09-27 00:00:00,837.1,842.4,829.0,835.05,1430000.0,-0.2
JSW Steel Ltd.,2021-03-09 00:00:00,412.0,414.75,396.8,401.6,5480000.0,-1.53
Bharat Petroleum Corp. Ltd.,2020-12-10 00:00:00,366.88,372.82,359.45,370.78,7390000.0,1.05
Power Grid Corporation of India Ltd.,2022-06-24 00:00:00,159.0,159.0,155.81,156.71,9500000.0,0.19
Mahindra & Mahindra Ltd.,2021-07-26 00:00:00,763.0,764.1,752.5,754.3,1190000.0,-1.3
ICICI Bank Ltd.,2022-10-19 00:00:00,900.05,900.65,885.55,892.1,5530000.0,-0.54
State Bank Of India,2022-11-09 00:00:00,621.0,621.0,610.55,615.55,18940000.0,0.23
Tata Steel Ltd.,2023-07-13 00:00:00,116.0,116.95,114.5,114.85,44850000.0,0.13
Bajaj Finserv Ltd.,2021-02-04 00:00:00,951.0,976.0,947.05,970.05,6050000.0,1.73
Mahindra & Mahindra Ltd.,2021-12-01 00:00:00,836.0,842.7,823.25,834.7,5120000.0,-0.1
Sun Pharmaceutical Industries Ltd.,2023-10-05 00:00:00,1124.65,1128.65,1111.8,1119.1,2350000.0,-0.42
Wipro Ltd.,2020-07-20 00:00:00,261.35,273.55,259.0,270.8,21400000.0,3.62
Dr. Reddy's Laboratories Ltd.,2020-03-02 00:00:00,2961.0,2997.25,2876.0,2905.55,888870.0,-0.74
Tech Mahindra Ltd.,2023-09-15 00:00:00,1278.2,1303.7,1274.0,1300.05,4320000.0,1.58
Axis Bank Ltd.,2023-05-22 00:00:00,923.0,927.75,914.4,917.55,9380000.0,-0.7
Power Grid Corporation of India Ltd.,2021-07-07 00:00:00,126.83,128.3,126.83,128.02,7230000.0,0.94
Reliance Industries Ltd.,2020-06-16 00:00:00,1643.0,1648.55,1585.3,1617.7,23620000.0,0.2
Tata Motors Ltd.,2022-07-14 00:00:00,428.0,431.25,423.3,428.05,10740000.0,0.22
Titan Company Ltd.,2023-04-10 00:00:00,2568.0,2602.0,2561.05,2583.7,1500000.0,1.38
Bajaj Auto Ltd.,2019-12-17 00:00:00,3225.0,3231.7,3194.4,3199.1,336920.0,-0.66
Axis Bank Ltd.,2022-03-30 00:00:00,747.0,765.85,741.3,750.45,16620000.0,1.71
JSW Steel Ltd.,2021-11-11 00:00:00,662.4,669.85,660.25,667.4,3870000.0,0.75
Adani Enterprises Ltd.,2022-04-01 00:00:00,2018.0,2049.0,2013.05,2043.65,1270000.0,1.43
Nestle India Ltd.,2020-08-06 00:00:00,16600.0,16700.0,16450.0,16677.15,105890.0,1.05
NTPC Ltd.,2021-06-14 00:00:00,118.8,118.9,116.25,118.2,14180000.0,-0.51
Titan Company Ltd.,2023-08-10 00:00:00,2958.0,2995.5,2917.0,2988.55,970990.0,1.1
UPL Ltd.,2022-12-23 00:00:00,722.1,727.5,707.95,711.2,1180000.0,-2.49
NTPC Ltd.,2020-11-11 00:00:00,92.0,93.5,91.7,92.9,51800000.0,1.53
Apollo Hospitals Enterprises Ltd.,2022-03-11 00:00:00,4748.0,4863.0,4735.25,4854.1,436700.0,1.77
Tata Steel Ltd.,2020-05-28 00:00:00,29.19,29.86,28.94,29.55,166020000.0,2.6
Grasim Industries Ltd.,2023-09-18 00:00:00,1980.0,1988.1,1953.0,1957.45,679770.0,-0.78
Eicher Motors Ltd.,2020-09-07 00:00:00,2205.0,2215.0,2156.0,2192.9,1350000.0,0.55
Adani Ports and Special Economic Zone Ltd.,2021-02-22 00:00:00,658.8,678.5,649.0,673.8,16740000.0,3.11
Nestle India Ltd.,2021-03-31 00:00:00,17299.0,17299.0,16951.55,17165.2,110330.0,0.0
Tata Consultancy Services Ltd.,2022-02-09 00:00:00,3750.0,3777.95,3746.1,3760.55,1640000.0,0.46
Tata Consumer Products Ltd.,2021-06-18 00:00:00,746.0,747.45,732.1,739.8,3760000.0,-0.7
Oil And Natural Gas Corporation Ltd.,2022-01-13 00:00:00,164.95,165.5,163.05,163.95,7450000.0,-0.61
Cipla Ltd.,2021-10-29 00:00:00,893.0,917.0,885.25,905.05,2780000.0,1.49
SBI Life Insurance Company Ltd.,2021-03-01 00:00:00,860.0,879.0,852.2,876.4,2650000.0,1.1
Grasim Industries Ltd.,2021-05-26 00:00:00,1377.03,1423.7,1373.1,1401.29,4300000.0,2.51
Bajaj Auto Ltd.,2020-08-28 00:00:00,3044.0,3062.45,3002.0,3014.15,679410.0,-0.95
Oil And Natural Gas Corporation Ltd.,2023-07-13 00:00:00,168.65,169.3,167.2,167.8,11350000.0,0.09
Tech Mahindra Ltd.,2022-04-06 00:00:00,1435.8,1435.8,1408.67,1413.85,2630000.0,-1.99
Titan Company Ltd.,2022-12-27 00:00:00,2498.0,2519.9,2485.6,2503.55,791280.0,0.9
Maruti Suzuki India Ltd.,2022-07-04 00:00:00,8402.6,8467.6,8320.0,8443.35,625430.0,0.48
Bajaj Finance Ltd.,2020-11-23 00:00:00,4769.0,4869.3,4733.55,4811.45,7330000.0,2.03
SBI Life Insurance Company Ltd.,2020-12-09 00:00:00,858.0,864.0,854.8,858.0,1810000.0,0.49
Bharat Petroleum Corp. Ltd.,2020-03-19 00:00:00,288.79,297.14,265.01,278.8,13720000.0,-9.72
Reliance Industries Ltd.,2022-02-28 00:00:00,2243.0,2367.35,2243.0,2359.55,9830000.0,3.31
Bajaj Finance Ltd.,2023-03-27 00:00:00,5698.0,5725.0,5584.55,5593.05,1120000.0,-0.99
Tech Mahindra Ltd.,2022-04-01 00:00:00,1452.27,1455.8,1429.45,1440.74,2540000.0,-0.82
Bharti Airtel Ltd.,2020-01-16 00:00:00,460.55,468.16,459.38,465.17,16290000.0,1.29
Hindustan Unilever Ltd.,2022-01-03 00:00:00,2378.0,2378.0,2353.0,2361.3,879280.0,0.05
Maruti Suzuki India Ltd.,2022-06-24 00:00:00,8310.0,8390.0,8238.3,8363.2,1160000.0,1.11
Bajaj Auto Ltd.,2022-11-07 00:00:00,3790.0,3818.65,3758.5,3769.85,272010.0,-0.03
Reliance Industries Ltd.,2021-05-17 00:00:00,1937.3,1963.45,1930.4,1960.35,5480000.0,1.19
Bharti Airtel Ltd.,2022-03-03 00:00:00,675.0,679.8,668.6,672.05,6520000.0,-0.33
Sun Pharmaceutical Industries Ltd.,2021-12-14 00:00:00,757.25,768.75,753.6,756.05,3220000.0,-0.86
LTIMindtree Ltd.,2021-09-30 00:00:00,5760.0,5868.85,5715.0,5765.15,282120.0,0.36
Eicher Motors Ltd.,2019-11-15 00:00:00,2185.0,2190.0,2124.13,2132.41,1200000.0,-1.09
Sun Pharmaceutical Industries Ltd.,2021-08-17 00:00:00,783.0,793.2,778.2,784.15,5690000.0,0.43
Tata Consultancy Services Ltd.,2022-08-30 00:00:00,3155.0,3226.5,3142.1,3211.15,3430000.0,2.51
NTPC Ltd.,2022-04-27 00:00:00,156.8,159.6,155.2,155.65,17870000.0,-0.86
Bajaj Auto Ltd.,2022-06-06 00:00:00,3660.0,3869.75,3650.5,3817.0,1140000.0,3.93
Infosys Ltd.,2021-06-03 00:00:00,1388.1,1399.0,1377.05,1389.65,5120000.0,0.8
Wipro Ltd.,2019-11-22 00:00:00,243.3,245.65,242.1,243.1,4090000.0,-1.8
SBI Life Insurance Company Ltd.,2022-11-23 00:00:00,1234.95,1235.0,1217.15,1226.3,880560.0,-0.22
Sun Pharmaceutical Industries Ltd.,2022-12-19 00:00:00,987.6,993.15,973.7,987.95,1550000.0,-0.57
Bajaj Auto Ltd.,2021-03-01 00:00:00,3798.7,3858.8,3751.0,3814.05,724590.0,0.4
Cipla Ltd.,2022-11-24 00:00:00,1113.55,1117.65,1092.4,1095.35,2930000.0,-1.14
ITC Ltd.,2021-05-07 00:00:00,202.95,206.45,202.95,205.35,19460000.0,1.28
HDFC Life Insurance Company Ltd.,2022-06-29 00:00:00,558.5,561.55,538.75,541.25,4270000.0,-4.36
Oil And Natural Gas Corporation Ltd.,2022-05-04 00:00:00,159.0,162.8,157.95,162.25,23660000.0,3.77
Infosys Ltd.,2023-04-21 00:00:00,1228.1,1233.25,1220.0,1227.35,8690000.0,0.32
Divi's Laboratories Ltd.,2021-05-31 00:00:00,4190.0,4284.2,4110.0,4194.0,3090000.0,1.79
SBI Life Insurance Company Ltd.,2021-03-25 00:00:00,875.1,884.3,861.0,864.1,2710000.0,-1.88
Cipla Ltd.,2022-03-28 00:00:00,1022.0,1044.25,1008.9,1017.1,3850000.0,0.36
Mahindra & Mahindra Ltd.,2022-01-19 00:00:00,908.95,908.95,880.8,894.4,4220000.0,0.25
HDFC Bank Ltd.,2022-03-22 00:00:00,1481.3,1498.0,1457.2,1494.15,5230000.0,0.51
HDFC Bank Ltd.,2023-09-01 00:00:00,1571.0,1579.0,1559.35,1574.7,21610000.0,0.21
Asian Paints Ltd.,2020-01-14 00:00:00,1805.0,1821.65,1804.8,1819.15,775630.0,0.79
HCL Technologies Ltd.,2020-01-30 00:00:00,612.0,613.85,603.65,607.85,3330000.0,-0.16
Divi's Laboratories Ltd.,2022-08-12 00:00:00,3950.05,3958.2,3700.0,3726.2,2110000.0,-5.62
Apollo Hospitals Enterprises Ltd.,2021-08-06 00:00:00,4089.8,4178.05,4073.2,4088.05,717140.0,0.35
Dr. Reddy's Laboratories Ltd.,2022-06-06 00:00:00,4332.0,4353.65,4271.0,4305.75,113210.0,-0.79
Tata Motors Ltd.,2020-06-22 00:00:00,102.35,104.9,101.0,102.65,68550000.0,0.15
Mahindra & Mahindra Ltd.,2022-04-22 00:00:00,903.8,927.05,889.05,920.65,4920000.0,1.06
LTIMindtree Ltd.,2020-07-02 00:00:00,1942.0,1970.0,1935.0,1962.75,79240.0,1.31
Kotak Mahindra Bank Ltd.,2023-07-28 00:00:00,1869.6,1885.8,1861.1,1876.85,2300000.0,0.17
Tata Steel Ltd.,2020-09-09 00:00:00,39.88,42.01,38.65,41.74,320000000.0,3.04
Hindustan Unilever Ltd.,2019-10-24 00:00:00,2141.0,2150.0,2118.05,2133.35,973450.0,0.0
Coal India Ltd.,2021-11-23 00:00:00,150.0,156.75,150.0,156.2,13310000.0,3.75
Tata Steel Ltd.,2021-11-02 00:00:00,137.0,137.0,131.08,131.37,72160000.0,-3.75
Bajaj Finance Ltd.,2021-10-28 00:00:00,7540.0,7596.0,7353.4,7484.25,1570000.0,0.03
Bharti Airtel Ltd.,2020-08-10 00:00:00,553.9,554.59,544.58,548.55,9590000.0,-0.35
SBI Life Insurance Company Ltd.,2020-04-15 00:00:00,720.0,724.95,695.1,700.9,1230000.0,-0.97
IndusInd Bank Ltd.,2023-01-23 00:00:00,1212.7,1220.15,1200.5,1204.7,1850000.0,0.19
Apollo Hospitals Enterprises Ltd.,2022-05-27 00:00:00,3700.0,3880.0,3573.0,3861.75,1730000.0,5.43
Apollo Hospitals Enterprises Ltd.,2022-06-02 00:00:00,3845.0,3845.0,3623.75,3645.25,1890000.0,-5.05
Wipro Ltd.,2021-03-03 00:00:00,433.0,436.65,428.25,435.5,8780000.0,1.18
Hindalco Industries Ltd.,2022-01-12 00:00:00,494.0,500.85,491.0,497.95,9300000.0,2.39
JSW Steel Ltd.,2021-12-10 00:00:00,670.0,681.45,670.0,679.55,2430000.0,0.81
Adani Ports and Special Economic Zone Ltd.,2019-10-27 00:00:00,399.8,399.8,399.8,399.8,,0.21
Wipro Ltd.,2022-06-15 00:00:00,448.45,450.65,439.3,440.1,5700000.0,-1.3
Cipla Ltd.,2022-06-24 00:00:00,933.0,943.5,930.0,933.7,722840.0,0.04
Divi's Laboratories Ltd.,2022-11-02 00:00:00,3836.45,3903.95,3772.5,3781.45,740140.0,-1.43
SBI Life Insurance Company Ltd.,2021-03-02 00:00:00,876.75,886.0,870.5,879.15,1580000.0,0.31
Cipla Ltd.,2020-02-03 00:00:00,444.0,450.65,439.4,444.55,1690000.0,0.08
Nestle India Ltd.,2022-04-27 00:00:00,18152.0,18465.7,18150.0,18223.0,67430.0,-1.05
Hero MotoCorp Ltd.,2021-12-13 00:00:00,2550.0,2552.0,2490.0,2495.0,332490.0,-1.26
Tata Steel Ltd.,2020-01-09 00:00:00,48.5,48.6,47.91,48.31,101310000.0,1.66
Larsen & Toubro Ltd.,2022-07-19 00:00:00,1719.95,1734.95,1714.0,1729.8,1350000.0,0.12
Titan Company Ltd.,2022-02-08 00:00:00,2418.4,2465.0,2400.9,2443.65,1520000.0,1.43
Britannia Industries Ltd.,2020-02-13 00:00:00,3132.0,3143.65,3105.2,3135.2,319420.0,-0.05
State Bank Of India,2022-06-22 00:00:00,448.75,451.2,444.65,447.65,11070000.0,-0.69
Grasim Industries Ltd.,2021-09-23 00:00:00,1573.8,1619.96,1568.57,1601.86,1210000.0,2.04
Grasim Industries Ltd.,2019-12-11 00:00:00,770.2,774.6,759.5,767.4,1340000.0,-0.36
Eicher Motors Ltd.,2021-08-26 00:00:00,2564.5,2585.0,2546.5,2578.75,440540.0,-0.03
Infosys Ltd.,2022-08-11 00:00:00,1630.0,1631.35,1616.0,1619.95,3460000.0,1.09
Hindustan Unilever Ltd.,2021-03-24 00:00:00,2337.3,2350.9,2315.55,2318.6,1760000.0,-0.8
Tata Motors Ltd.,2020-08-04 00:00:00,112.95,115.1,110.8,111.45,95910000.0,-1.42
Reliance Industries Ltd.,2023-08-14 00:00:00,2539.0,2582.3,2525.0,2577.25,4790000.0,1.18
Oil And Natural Gas Corporation Ltd.,2021-07-07 00:00:00,119.9,120.4,117.8,119.9,18480000.0,-1.32
HCL Technologies Ltd.,2021-09-17 00:00:00,1265.0,1281.0,1258.5,1263.3,4820000.0,0.02
Adani Enterprises Ltd.,2021-12-29 00:00:00,1751.0,1755.0,1709.4,1718.05,1100000.0,-1.88
Asian Paints Ltd.,2022-05-30 00:00:00,2880.0,2884.0,2817.0,2844.0,2530000.0,0.32
Reliance Industries Ltd.,2020-10-27 00:00:00,2034.9,2059.85,2005.0,2034.5,16840000.0,0.27
State Bank Of India,2020-07-29 00:00:00,187.6,195.25,187.0,191.2,73770000.0,0.92
HDFC Life Insurance Company Ltd.,2020-08-14 00:00:00,600.0,602.4,585.65,587.75,3150000.0,-2.0
Britannia Industries Ltd.,2023-09-08 00:00:00,4540.7,4548.6,4513.8,4540.5,278290.0,0.22
Sun Pharmaceutical Industries Ltd.,2022-08-02 00:00:00,918.7,926.6,912.05,917.25,2040000.0,-0.16
Bajaj Finserv Ltd.,2023-10-09 00:00:00,1617.15,1628.0,1606.6,1621.55,1710000.0,-0.8
ITC Ltd.,2020-05-12 00:00:00,158.45,165.9,157.5,165.05,21390000.0,4.17
HCL Technologies Ltd.,2022-06-08 00:00:00,1023.1,1033.8,1016.0,1030.2,1670000.0,0.71
Nestle India Ltd.,2023-07-25 00:00:00,23140.0,23140.0,22675.25,22772.9,62580.0,-0.21
Divi's Laboratories Ltd.,2023-08-22 00:00:00,3665.25,3681.45,3638.8,3653.25,244580.0,-0.33
HCL Technologies Ltd.,2021-02-25 00:00:00,915.88,923.94,912.17,919.19,6230000.0,1.45
JSW Steel Ltd.,2019-12-24 00:00:00,263.7,267.8,262.95,266.75,5680000.0,1.16
LTIMindtree Ltd.,2021-11-02 00:00:00,6824.0,6908.0,6736.15,6752.9,220670.0,-0.72
Bajaj Auto Ltd.,2020-03-25 00:00:00,1917.0,1989.0,1866.6,1946.75,606240.0,0.5
Apollo Hospitals Enterprises Ltd.,2020-01-08 00:00:00,1464.0,1479.6,1458.0,1473.65,190160.0,-0.34
ICICI Bank Ltd.,2020-03-04 00:00:00,517.5,517.5,497.05,508.35,21880000.0,-1.24
Titan Company Ltd.,2023-06-20 00:00:00,2972.7,2986.35,2948.3,2974.0,672300.0,0.18
