Stock Name,Date,Open,High,Low,Close,Volume,Chg%
HDFC Life Insurance Company Ltd.,2023-01-19 00:00:00,601.15,611.0,600.75,605.25,3620000.0,0.7
Tech Mahindra Ltd.,2022-07-22 00:00:00,1022.23,1025.87,995.94,1011.12,2990000.0,-0.39
Adani Enterprises Ltd.,2019-12-04 00:00:00,205.8,213.5,205.3,212.45,2920000.0,2.21
Dr. Reddy's Laboratories Ltd.,2021-10-25 00:00:00,4650.9,4699.0,4537.0,4676.15,276170.0,0.83
Tata Consultancy Services Ltd.,2021-05-31 00:00:00,3150.0,3170.35,3128.6,3159.15,1650000.0,0.49
Bajaj Auto Ltd.,2023-02-01 00:00:00,3829.45,3886.4,3760.1,3811.3,328210.0,-0.18
ITC Ltd.,2020-01-20 00:00:00,240.05,243.25,240.05,241.9,8020000.0,0.81
Larsen & Toubro Ltd.,2023-07-28 00:00:00,2660.15,2668.15,2625.0,2649.55,1330000.0,-0.4
Apollo Hospitals Enterprises Ltd.,2022-06-30 00:00:00,3714.0,3765.5,3656.4,3683.5,534240.0,-0.79
Oil And Natural Gas Corporation Ltd.,2019-11-21 00:00:00,133.7,134.5,130.6,131.15,7950000.0,-1.91
NTPC Ltd.,2022-10-12 00:00:00,161.9,165.3,161.15,165.0,12500000.0,2.45
NTPC Ltd.,2020-06-23 00:00:00,95.1,101.15,95.0,100.75,20330000.0,5.72
Grasim Industries Ltd.,2023-05-19 00:00:00,1710.0,1723.95,1685.0,1716.1,241700.0,0.61
Adani Ports and Special Economic Zone Ltd.,2020-05-21 00:00:00,319.4,322.15,315.4,317.15,4600000.0,-2.04
Bharat Petroleum Corp. Ltd.,2021-07-27 00:00:00,423.43,427.51,419.95,420.92,2320000.0,-0.59
Sun Pharmaceutical Industries Ltd.,2020-04-08 00:00:00,419.0,448.75,413.15,436.7,27810000.0,4.64
Titan Company Ltd.,2020-06-17 00:00:00,955.0,972.85,945.75,963.0,2370000.0,0.52
Adani Ports and Special Economic Zone Ltd.,2021-06-29 00:00:00,717.5,723.0,709.0,711.0,9300000.0,-0.73
JSW Steel Ltd.,2020-06-23 00:00:00,198.1,203.9,198.1,201.65,14850000.0,1.87
Mahindra & Mahindra Ltd.,2023-06-14 00:00:00,1374.0,1381.0,1366.0,1378.65,905090.0,0.4
Reliance Industries Ltd.,2022-03-29 00:00:00,2638.0,2638.0,2607.4,2622.55,4010000.0,0.02
Divi's Laboratories Ltd.,2021-07-28 00:00:00,4802.6,4913.95,4768.25,4890.6,956830.0,2.07
Hindalco Industries Ltd.,2021-06-09 00:00:00,388.0,390.95,382.3,383.15,11810000.0,-1.19
JSW Steel Ltd.,2020-07-28 00:00:00,208.1,215.75,207.45,214.9,9790000.0,3.84
Tech Mahindra Ltd.,2021-05-07 00:00:00,927.81,931.84,920.34,928.71,2000000.0,0.31
UltraTech Cement Ltd.,2020-04-16 00:00:00,3550.0,3565.7,3475.15,3539.1,617280.0,-1.7
Bajaj Finserv Ltd.,2022-04-19 00:00:00,1599.9,1608.0,1559.15,1572.06,2600000.0,-0.67
Oil And Natural Gas Corporation Ltd.,2021-05-21 00:00:00,111.05,114.05,111.05,112.75,20560000.0,0.85
Titan Company Ltd.,2020-03-04 00:00:00,1251.95,1265.65,1217.3,1250.95,3010000.0,0.32
ICICI Bank Ltd.,2021-02-18 00:00:00,650.0,652.4,637.6,644.65,27850000.0,-1.93
SBI Life Insurance Company Ltd.,2020-12-17 00:00:00,857.5,865.9,851.6,856.35,1650000.0,-0.13
Sun Pharmaceutical Industries Ltd.,2022-01-13 00:00:00,836.2,871.0,834.25,865.5,7400000.0,3.5
Infosys Ltd.,2023-03-21 00:00:00,1399.0,1405.0,1390.0,1390.7,8540000.0,-0.92
Larsen & Toubro Ltd.,2023-08-08 00:00:00,2639.05,2649.5,2628.3,2632.2,767310.0,-0.14
Reliance Industries Ltd.,2021-09-08 00:00:00,2452.0,2454.0,2406.65,2431.35,6600000.0,-0.39
NTPC Ltd.,2021-10-29 00:00:00,131.0,136.9,128.55,132.65,29220000.0,-3.42
Apollo Hospitals Enterprises Ltd.,2023-03-02 00:00:00,4429.0,4450.2,4381.35,4402.2,313250.0,-0.26
Tata Motors Ltd.,2023-07-13 00:00:00,625.0,626.5,615.5,620.65,9690000.0,-0.13
IndusInd Bank Ltd.,2022-06-13 00:00:00,895.0,900.35,860.1,865.45,3350000.0,-5.23
HDFC Life Insurance Company Ltd.,2022-08-23 00:00:00,560.0,571.3,560.0,565.85,2730000.0,-0.14
Cipla Ltd.,2021-06-15 00:00:00,975.0,978.85,967.15,969.7,1290000.0,-0.66
Larsen & Toubro Ltd.,2020-05-18 00:00:00,869.9,870.0,810.0,813.35,6210000.0,-5.91
Oil And Natural Gas Corporation Ltd.,2020-06-22 00:00:00,86.1,86.2,84.1,84.85,19230000.0,-1.05
ICICI Bank Ltd.,2023-10-04 00:00:00,935.0,935.5,925.0,930.05,17330000.0,-1.09
Bajaj Auto Ltd.,2021-01-21 00:00:00,3672.0,3807.0,3655.2,3703.3,1530000.0,1.63
LTIMindtree Ltd.,2021-12-27 00:00:00,7194.8,7225.0,7050.0,7181.25,380140.0,0.21
Axis Bank Ltd.,2023-08-07 00:00:00,952.25,955.0,944.55,947.4,10920000.0,-0.51
Mahindra & Mahindra Ltd.,2022-10-04 00:00:00,1265.0,1277.95,1255.0,1260.35,3010000.0,0.72
Bajaj Finserv Ltd.,2022-01-25 00:00:00,1555.05,1568.24,1525.03,1552.9,4090000.0,-1.13
Bajaj Auto Ltd.,2021-11-03 00:00:00,3726.2,3763.95,3689.05,3698.4,261710.0,-1.16
HDFC Bank Ltd.,2022-03-28 00:00:00,1430.9,1438.0,1401.6,1432.8,7880000.0,0.13
HCL Technologies Ltd.,2020-01-02 00:00:00,572.55,575.0,570.5,573.55,1080000.0,0.28
Tata Steel Ltd.,2022-04-04 00:00:00,131.71,135.4,131.45,134.19,69670000.0,1.88
Bajaj Finserv Ltd.,2021-04-07 00:00:00,951.95,965.84,946.64,953.96,3000000.0,0.21
Tata Consultancy Services Ltd.,2023-05-08 00:00:00,3245.0,3254.85,3231.3,3250.6,928240.0,0.62
Coal India Ltd.,2023-01-09 00:00:00,215.35,217.7,214.0,214.95,6970000.0,0.33
UltraTech Cement Ltd.,2022-06-01 00:00:00,6080.0,6099.7,5950.0,5975.65,268630.0,-1.76
Nestle India Ltd.,2020-05-05 00:00:00,17571.0,17636.95,17100.0,17421.5,130680.0,-0.2
Tata Consumer Products Ltd.,2020-11-23 00:00:00,520.0,534.9,519.0,521.65,5310000.0,0.5
Tech Mahindra Ltd.,2020-10-29 00:00:00,747.93,766.3,740.22,761.42,6480000.0,1.89
Sun Pharmaceutical Industries Ltd.,2022-10-07 00:00:00,953.0,961.55,946.2,955.15,1760000.0,0.13
Kotak Mahindra Bank Ltd.,2023-06-22 00:00:00,1845.55,1847.3,1830.4,1836.1,3430000.0,-0.51
Britannia Industries Ltd.,2022-06-22 00:00:00,3412.0,3454.9,3386.2,3403.65,170850.0,-0.75
Titan Company Ltd.,2020-04-22 00:00:00,936.7,955.25,922.55,951.4,2780000.0,1.57
Apollo Hospitals Enterprises Ltd.,2022-08-18 00:00:00,4315.0,4338.6,4250.0,4266.65,580510.0,-0.91
Hindalco Industries Ltd.,2022-05-19 00:00:00,422.1,425.95,413.8,417.0,10320000.0,-4.38
Infosys Ltd.,2021-12-02 00:00:00,1715.0,1750.5,1711.35,1748.25,5560000.0,1.94
Tata Motors Ltd.,2023-03-08 00:00:00,439.0,441.25,436.1,439.3,7850000.0,-0.18
Cipla Ltd.,2023-02-27 00:00:00,965.6,968.6,948.65,950.2,1380000.0,-1.21
Dr. Reddy's Laboratories Ltd.,2019-11-22 00:00:00,2855.0,2904.75,2843.0,2871.25,549550.0,-0.28
IndusInd Bank Ltd.,2021-10-22 00:00:00,1192.05,1204.7,1176.8,1196.4,2620000.0,1.01
Sun Pharmaceutical Industries Ltd.,2022-07-28 00:00:00,896.0,896.85,878.75,894.85,3180000.0,0.1
Adani Enterprises Ltd.,2022-07-15 00:00:00,2414.5,2422.95,2377.0,2405.25,1170000.0,0.93
ITC Ltd.,2022-12-15 00:00:00,344.75,346.1,338.0,338.85,8150000.0,-1.9
JSW Steel Ltd.,2020-09-24 00:00:00,263.05,264.95,257.55,258.55,7980000.0,-3.6
Adani Ports and Special Economic Zone Ltd.,2022-05-12 00:00:00,759.0,759.0,705.3,713.3,10570000.0,-6.13
Reliance Industries Ltd.,2022-09-26 00:00:00,2394.05,2417.8,2375.15,2377.35,5760000.0,-2.55
LTIMindtree Ltd.,2021-11-10 00:00:00,6820.0,6917.95,6786.0,6835.8,137690.0,-0.06
Reliance Industries Ltd.,2022-09-20 00:00:00,2522.45,2537.7,2494.7,2502.85,3880000.0,0.02
Wipro Ltd.,2020-08-13 00:00:00,277.9,281.85,274.8,277.0,9650000.0,0.29
UltraTech Cement Ltd.,2022-01-25 00:00:00,7120.0,7153.9,7000.0,7098.35,467080.0,-0.81
Grasim Industries Ltd.,2021-11-12 00:00:00,1852.13,1869.18,1836.78,1852.68,1150000.0,0.76
Titan Company Ltd.,2021-09-23 00:00:00,2090.0,2113.75,2076.6,2105.05,711630.0,1.15
Axis Bank Ltd.,2022-02-11 00:00:00,800.95,809.9,798.5,803.8,9720000.0,-0.74
State Bank Of India,2021-01-04 00:00:00,281.85,283.9,277.75,281.05,31450000.0,0.59
Grasim Industries Ltd.,2022-04-28 00:00:00,1711.67,1715.66,1684.75,1706.59,811210.0,0.69
ITC Ltd.,2023-04-20 00:00:00,400.0,402.65,397.7,400.3,6670000.0,0.39
LTIMindtree Ltd.,2022-02-21 00:00:00,5850.0,5920.0,5738.8,5861.3,129520.0,0.01
Hindustan Unilever Ltd.,2020-08-12 00:00:00,2200.05,2209.05,2190.0,2195.1,1170000.0,-0.7
Asian Paints Ltd.,2021-02-16 00:00:00,2472.0,2475.1,2422.0,2450.25,1620000.0,-0.26
Tech Mahindra Ltd.,2022-08-24 00:00:00,1047.79,1055.06,1037.07,1052.65,2180000.0,0.47
Grasim Industries Ltd.,2020-04-03 00:00:00,473.5,477.7,451.2,454.7,1470000.0,-4.5
Mahindra & Mahindra Ltd.,2022-06-27 00:00:00,1089.8,1095.0,1072.05,1082.7,6320000.0,0.99
Cipla Ltd.,2023-08-29 00:00:00,1232.0,1245.65,1227.3,1229.75,1210000.0,0.07
Kotak Mahindra Bank Ltd.,2020-10-23 00:00:00,1400.0,1407.7,1378.25,1383.05,2390000.0,-0.72
Eicher Motors Ltd.,2023-05-10 00:00:00,3396.6,3422.8,3354.8,3416.75,386750.0,1.03
SBI Life Insurance Company Ltd.,2023-05-22 00:00:00,1157.45,1159.9,1149.2,1150.8,392400.0,-0.29
Adani Ports and Special Economic Zone Ltd.,2023-04-24 00:00:00,665.1,672.75,656.0,671.3,3360000.0,1.47
Larsen & Toubro Ltd.,2021-01-25 00:00:00,1370.0,1396.4,1342.0,1361.3,4850000.0,-0.06
Wipro Ltd.,2022-01-27 00:00:00,555.0,556.9,537.2,544.75,15680000.0,-3.19
UPL Ltd.,2022-04-26 00:00:00,814.0,819.3,807.1,812.35,2020000.0,1.16
Kotak Mahindra Bank Ltd.,2020-03-19 00:00:00,1095.05,1253.6,1001.0,1210.85,9920000.0,3.32
Axis Bank Ltd.,2021-11-03 00:00:00,759.45,762.65,748.5,750.6,10530000.0,-0.69
ITC Ltd.,2022-09-22 00:00:00,341.0,348.75,340.9,345.05,24180000.0,1.2
Tata Consumer Products Ltd.,2021-02-22 00:00:00,619.0,623.55,612.0,618.3,3020000.0,0.22
Cipla Ltd.,2023-03-03 00:00:00,891.0,892.0,877.0,878.65,1890000.0,-0.88
HDFC Bank Ltd.,2022-09-22 00:00:00,1502.0,1510.15,1482.75,1486.0,6020000.0,-2.13
Hero MotoCorp Ltd.,2023-01-10 00:00:00,2750.0,2758.05,2687.7,2712.05,206380.0,-1.46
Hero MotoCorp Ltd.,2019-11-08 00:00:00,2657.02,2688.17,2636.89,2643.19,444720.0,-0.52
Hindalco Industries Ltd.,2020-07-14 00:00:00,167.7,168.7,161.95,163.8,16400000.0,-3.22
Power Grid Corporation of India Ltd.,2023-09-18 00:00:00,195.25,200.5,194.1,200.1,25630000.0,3.09
Bajaj Finserv Ltd.,2020-09-11 00:00:00,612.86,617.46,608.0,612.84,4650000.0,-0.01
NTPC Ltd.,2020-12-03 00:00:00,95.85,99.15,95.3,98.55,43840000.0,3.96
Cipla Ltd.,2022-12-30 00:00:00,1094.95,1095.0,1073.5,1075.95,1190000.0,-1.07
Power Grid Corporation of India Ltd.,2020-03-03 00:00:00,101.89,107.93,100.92,106.27,16040000.0,4.47
Sun Pharmaceutical Industries Ltd.,2023-05-11 00:00:00,953.8,963.9,952.0,961.05,1300000.0,0.76
HDFC Life Insurance Company Ltd.,2021-07-23 00:00:00,662.1,667.95,661.8,665.35,2800000.0,0.49
Britannia Industries Ltd.,2023-02-07 00:00:00,4639.0,4664.0,4596.7,4606.85,327040.0,-0.41
Hindalco Industries Ltd.,2021-08-09 00:00:00,441.95,445.0,428.8,434.7,13780000.0,-1.68
HCL Technologies Ltd.,2020-11-26 00:00:00,815.18,835.85,810.73,832.93,8410000.0,2.1
UltraTech Cement Ltd.,2021-11-17 00:00:00,7845.0,7948.95,7801.0,7857.7,183620.0,-0.31
Grasim Industries Ltd.,2022-10-20 00:00:00,1683.45,1694.75,1668.15,1688.95,428930.0,0.27
Grasim Industries Ltd.,2020-01-16 00:00:00,767.35,771.0,753.1,756.05,1040000.0,-1.35
Apollo Hospitals Enterprises Ltd.,2023-05-16 00:00:00,4625.0,4642.25,4541.0,4555.1,310730.0,-1.53
State Bank Of India,2020-08-06 00:00:00,192.3,194.5,190.25,190.95,59740000.0,-0.26
SBI Life Insurance Company Ltd.,2021-11-10 00:00:00,1197.1,1204.8,1181.05,1183.75,842680.0,-1.95
Hindustan Unilever Ltd.,2023-02-23 00:00:00,2492.0,2515.9,2480.1,2490.65,757220.0,-0.14
Kotak Mahindra Bank Ltd.,2023-08-02 00:00:00,1840.55,1847.9,1818.05,1823.7,4180000.0,-1.42
UltraTech Cement Ltd.,2022-02-11 00:00:00,7460.1,7460.1,7294.1,7323.6,265180.0,-2.02
Coal India Ltd.,2020-04-20 00:00:00,149.9,149.9,143.0,144.2,7140000.0,-3.06
Dr. Reddy's Laboratories Ltd.,2023-01-11 00:00:00,4304.95,4320.0,4244.4,4261.9,254650.0,-0.62
Tata Consultancy Services Ltd.,2020-08-24 00:00:00,2250.6,2259.95,2230.0,2248.1,2170000.0,-0.02
Larsen & Toubro Ltd.,2021-05-04 00:00:00,1350.0,1350.9,1331.0,1337.6,2030000.0,-0.36
Britannia Industries Ltd.,2023-04-12 00:00:00,4277.35,4298.8,4263.0,4271.3,325330.0,-0.14
Oil And Natural Gas Corporation Ltd.,2021-11-15 00:00:00,156.45,162.25,156.0,157.8,45750000.0,2.04
Eicher Motors Ltd.,2023-03-24 00:00:00,2925.0,2931.0,2886.65,2909.6,542970.0,-0.62
Axis Bank Ltd.,2020-05-14 00:00:00,405.05,411.0,397.65,401.95,31600000.0,-2.91
JSW Steel Ltd.,2021-04-06 00:00:00,523.0,541.3,520.65,537.45,26530000.0,3.86
Larsen & Toubro Ltd.,2021-12-17 00:00:00,1866.5,1874.7,1831.7,1847.1,2350000.0,-1.43
Dr. Reddy's Laboratories Ltd.,2021-09-23 00:00:00,4866.9,4868.6,4770.0,4797.3,560070.0,-1.01
Hindalco Industries Ltd.,2021-09-27 00:00:00,474.9,489.95,472.3,481.4,6830000.0,0.55
Nestle India Ltd.,2020-07-20 00:00:00,17324.0,17370.0,17070.6,17247.0,196580.0,0.1
Britannia Industries Ltd.,2022-04-21 00:00:00,3297.0,3369.95,3274.4,3359.9,152210.0,1.69
Maruti Suzuki India Ltd.,2020-01-22 00:00:00,7340.0,7374.95,7107.95,7135.6,1050000.0,-2.29
NTPC Ltd.,2021-03-09 00:00:00,111.4,111.85,107.45,109.5,20610000.0,-0.95
Bharti Airtel Ltd.,2023-07-11 00:00:00,890.0,893.15,886.3,891.9,3350000.0,0.73
Bajaj Finance Ltd.,2021-10-18 00:00:00,8050.0,8050.0,7800.8,7865.55,855100.0,0.03
SBI Life Insurance Company Ltd.,2022-12-30 00:00:00,1262.0,1263.8,1228.8,1231.3,1050000.0,-2.17
Hero MotoCorp Ltd.,2023-05-26 00:00:00,2734.45,2749.9,2713.6,2745.15,167210.0,0.45
Bajaj Finserv Ltd.,2021-04-08 00:00:00,959.0,973.52,957.51,965.48,3540000.0,1.21
Dr. Reddy's Laboratories Ltd.,2021-12-31 00:00:00,4904.0,4931.05,4876.5,4907.0,288570.0,0.05
LTIMindtree Ltd.,2021-08-23 00:00:00,4931.0,5107.0,4931.0,5053.1,538170.0,2.74
Reliance Industries Ltd.,2020-07-21 00:00:00,1939.0,1977.0,1936.5,1971.55,19460000.0,2.69
ICICI Bank Ltd.,2022-01-05 00:00:00,773.0,795.85,771.2,788.05,19740000.0,1.97
Oil And Natural Gas Corporation Ltd.,2021-07-28 00:00:00,114.9,115.2,113.45,114.35,11020000.0,-0.26
Axis Bank Ltd.,2021-04-19 00:00:00,650.0,655.3,631.0,648.15,17290000.0,-3.15
Bajaj Finserv Ltd.,2022-01-13 00:00:00,1799.77,1827.49,1790.0,1822.5,2480000.0,1.62
Wipro Ltd.,2020-01-15 00:00:00,254.0,256.0,246.6,248.25,10140000.0,-3.48
Bajaj Finance Ltd.,2022-04-21 00:00:00,7099.0,7187.0,7047.3,7138.1,875340.0,1.5
Bharat Petroleum Corp. Ltd.,2021-11-12 00:00:00,428.0,430.0,426.35,427.7,2140000.0,0.56
Adani Enterprises Ltd.,2020-09-09 00:00:00,276.9,286.9,274.4,283.05,6660000.0,1.93
Hero MotoCorp Ltd.,2020-03-12 00:00:00,1953.22,1976.14,1791.2,1904.49,2250000.0,-6.33
Nestle India Ltd.,2020-08-21 00:00:00,16322.5,16690.0,16250.0,16561.95,144150.0,2.16
HDFC Bank Ltd.,2021-12-15 00:00:00,1503.0,1523.35,1495.65,1500.0,5060000.0,-0.16
Titan Company Ltd.,2023-09-29 00:00:00,3160.05,3176.45,3143.05,3148.8,697560.0,-0.27
Maruti Suzuki India Ltd.,2021-06-07 00:00:00,7221.0,7328.85,7211.1,7275.65,520480.0,0.84
Dr. Reddy's Laboratories Ltd.,2021-02-09 00:00:00,4850.0,4895.7,4805.0,4844.1,1250000.0,-0.32
Tata Consumer Products Ltd.,2021-03-09 00:00:00,618.8,620.9,602.0,611.7,3070000.0,-0.71
LTIMindtree Ltd.,2020-08-04 00:00:00,2494.61,2494.61,2419.77,2443.27,194660.0,-1.69
Kotak Mahindra Bank Ltd.,2023-06-01 00:00:00,1968.0,1979.15,1925.0,1930.05,5970000.0,-4.18
Oil And Natural Gas Corporation Ltd.,2022-08-11 00:00:00,134.5,136.0,132.05,132.8,19480000.0,-0.75
Coal India Ltd.,2020-01-10 00:00:00,199.15,206.55,198.95,205.3,13530000.0,3.69
Eicher Motors Ltd.,2023-04-21 00:00:00,3240.0,3259.95,3194.1,3200.7,443740.0,-1.42
Bajaj Finserv Ltd.,2020-09-14 00:00:00,615.8,619.4,609.1,611.22,4160000.0,-0.26
Bharti Airtel Ltd.,2022-03-25 00:00:00,712.3,714.45,705.85,709.35,2930000.0,0.42
HCL Technologies Ltd.,2023-04-06 00:00:00,1109.05,1109.05,1085.45,1091.85,2380000.0,-1.74
Larsen & Toubro Ltd.,2023-08-24 00:00:00,2747.5,2766.8,2680.6,2688.15,2620000.0,-1.08
ITC Ltd.,2020-04-30 00:00:00,184.9,184.9,180.45,182.05,30170000.0,-0.05
Hero MotoCorp Ltd.,2019-11-18 00:00:00,2542.38,2548.87,2493.2,2499.34,808950.0,-1.58
Tata Steel Ltd.,2021-12-08 00:00:00,115.9,117.7,114.9,117.3,74490000.0,2.11
Oil And Natural Gas Corporation Ltd.,2022-06-15 00:00:00,156.95,157.25,150.8,151.4,16220000.0,-2.92
JSW Steel Ltd.,2021-02-23 00:00:00,410.0,416.2,406.1,412.6,8130000.0,1.6
Larsen & Toubro Ltd.,2020-09-16 00:00:00,915.0,924.0,911.35,921.8,3600000.0,1.3
SBI Life Insurance Company Ltd.,2021-06-17 00:00:00,983.0,992.7,977.0,983.3,869610.0,-0.86
LTIMindtree Ltd.,2023-03-08 00:00:00,4777.0,4798.15,4725.0,4781.45,191480.0,-0.82
Maruti Suzuki India Ltd.,2020-06-15 00:00:00,5520.0,5585.0,5391.05,5475.75,1530000.0,-1.55
Dr. Reddy's Laboratories Ltd.,2020-05-26 00:00:00,3899.0,3939.0,3853.45,3864.3,827400.0,-0.73
Bajaj Finserv Ltd.,2020-07-27 00:00:00,627.9,631.5,613.58,617.32,6560000.0,-1.55
JSW Steel Ltd.,2023-05-26 00:00:00,696.65,705.45,694.15,701.7,1460000.0,0.72
Tata Motors Ltd.,2021-08-23 00:00:00,287.2,288.3,275.0,276.95,24500000.0,-2.17
JSW Steel Ltd.,2023-01-24 00:00:00,735.0,737.9,719.0,722.05,3150000.0,-1.62
Reliance Industries Ltd.,2021-02-26 00:00:00,2117.0,2133.9,2070.7,2085.8,17300000.0,-2.73
Tata Motors Ltd.,2022-03-02 00:00:00,452.95,454.25,444.55,447.6,25790000.0,-1.42
Titan Company Ltd.,2020-11-17 00:00:00,1297.0,1304.8,1277.3,1301.95,2190000.0,1.05
NTPC Ltd.,2022-08-01 00:00:00,152.9,157.7,151.0,156.5,14220000.0,2.32
Britannia Industries Ltd.,2023-08-23 00:00:00,4555.0,4555.0,4484.7,4512.45,346760.0,0.02
Kotak Mahindra Bank Ltd.,2019-10-24 00:00:00,1619.9,1629.9,1597.55,1613.2,1600000.0,-0.03
ITC Ltd.,2021-10-26 00:00:00,234.1,239.0,232.6,236.7,18930000.0,1.41
Reliance Industries Ltd.,2022-07-12 00:00:00,2404.0,2439.7,2404.0,2420.45,4970000.0,-0.14
SBI Life Insurance Company Ltd.,2022-09-13 00:00:00,1312.55,1335.0,1311.0,1324.4,1160000.0,1.41
Adani Enterprises Ltd.,2021-04-12 00:00:00,1177.4,1177.4,1061.4,1074.4,13690000.0,-10.57
Bharti Airtel Ltd.,2022-06-07 00:00:00,678.15,687.25,673.3,685.3,8350000.0,0.34
Power Grid Corporation of India Ltd.,2021-10-11 00:00:00,140.43,144.2,139.91,142.98,12980000.0,3.06
Grasim Industries Ltd.,2020-09-17 00:00:00,720.4,738.75,716.55,724.7,3930000.0,0.6
Apollo Hospitals Enterprises Ltd.,2022-02-01 00:00:00,4478.8,4532.25,4444.0,4512.05,548760.0,1.23
Hindustan Unilever Ltd.,2021-12-23 00:00:00,2298.95,2305.0,2274.6,2300.65,1420000.0,1.01
Adani Enterprises Ltd.,2022-05-31 00:00:00,2160.0,2225.8,2150.4,2167.55,2860000.0,0.09
Tata Motors Ltd.,2023-07-05 00:00:00,592.0,593.0,584.95,588.25,8720000.0,-0.54
ITC Ltd.,2023-01-13 00:00:00,329.85,332.25,326.4,328.75,14410000.0,-0.33
ICICI Bank Ltd.,2021-07-13 00:00:00,655.15,666.35,653.0,664.95,19830000.0,2.89
UltraTech Cement Ltd.,2022-08-04 00:00:00,6648.0,6685.35,6550.0,6588.05,275820.0,-0.22
Eicher Motors Ltd.,2020-06-01 00:00:00,1690.0,1738.0,1680.13,1698.58,4640000.0,2.64
Grasim Industries Ltd.,2020-09-24 00:00:00,708.0,715.0,675.5,679.7,2830000.0,-5.39
UPL Ltd.,2019-11-21 00:00:00,553.2,559.8,542.0,544.8,2180000.0,-1.46
Tata Consultancy Services Ltd.,2021-10-08 00:00:00,3925.0,3989.9,3900.0,3935.65,2930000.0,1.1
Bajaj Finserv Ltd.,2020-11-03 00:00:00,575.2,581.0,569.67,574.36,5760000.0,0.74
NTPC Ltd.,2020-04-20 00:00:00,97.0,99.3,93.4,98.9,17640000.0,3.56
HCL Technologies Ltd.,2022-08-11 00:00:00,965.0,968.5,958.75,962.35,3590000.0,1.08
Dr. Reddy's Laboratories Ltd.,2022-09-26 00:00:00,4119.2,4158.8,4089.3,4127.85,411060.0,-0.27
Tata Steel Ltd.,2022-06-06 00:00:00,106.5,108.29,104.92,107.81,57260000.0,1.01
Kotak Mahindra Bank Ltd.,2022-11-18 00:00:00,1960.95,1997.55,1947.9,1959.55,4270000.0,0.46
Bajaj Finserv Ltd.,2020-12-02 00:00:00,875.0,887.95,866.16,880.22,8850000.0,0.64
Grasim Industries Ltd.,2021-10-04 00:00:00,1646.87,1649.71,1615.97,1636.06,1150000.0,-2.15
Titan Company Ltd.,2020-05-05 00:00:00,905.0,908.85,877.0,886.95,5210000.0,-0.55
State Bank Of India,2021-01-25 00:00:00,284.5,288.0,277.05,280.95,34030000.0,-0.97
Divi's Laboratories Ltd.,2021-07-02 00:00:00,4435.7,4530.1,4431.0,4519.65,660210.0,1.89
Tata Motors Ltd.,2020-10-08 00:00:00,142.85,143.5,139.6,140.95,40940000.0,-0.04
Maruti Suzuki India Ltd.,2020-03-19 00:00:00,4870.0,5096.6,4652.55,4819.55,2550000.0,-9.96
Divi's Laboratories Ltd.,2021-10-01 00:00:00,4800.0,4874.0,4780.0,4832.3,362530.0,0.7
State Bank Of India,2021-01-18 00:00:00,303.5,308.65,292.2,294.45,54970000.0,-3.09
Hindalco Industries Ltd.,2021-12-13 00:00:00,460.0,469.5,457.45,458.25,9400000.0,0.69
Power Grid Corporation of India Ltd.,2022-12-05 00:00:00,164.78,166.69,162.9,166.43,16480000.0,0.96
Maruti Suzuki India Ltd.,2021-11-10 00:00:00,7570.0,7580.0,7460.0,7511.65,562430.0,-0.87
Titan Company Ltd.,2020-08-06 00:00:00,1105.45,1125.0,1091.25,1120.15,4500000.0,1.33
Grasim Industries Ltd.,2023-01-09 00:00:00,1699.9,1699.9,1662.5,1673.6,653830.0,-0.42
ITC Ltd.,2021-02-03 00:00:00,221.5,222.0,215.7,216.75,53640000.0,-0.66
Grasim Industries Ltd.,2020-11-20 00:00:00,835.16,856.94,833.77,851.07,2050000.0,2.3
Tata Steel Ltd.,2022-03-04 00:00:00,130.24,131.99,127.3,127.71,162830000.0,-2.01
UltraTech Cement Ltd.,2021-10-11 00:00:00,7400.0,7408.95,7309.7,7330.25,346050.0,-0.07
Cipla Ltd.,2021-04-16 00:00:00,919.75,944.25,910.9,938.05,13750000.0,2.61
IndusInd Bank Ltd.,2021-09-08 00:00:00,1013.2,1021.8,992.4,999.6,6390000.0,-0.16
HDFC Bank Ltd.,2021-03-01 00:00:00,1564.0,1572.55,1540.7,1558.9,6770000.0,1.6
Bharat Petroleum Corp. Ltd.,2021-09-14 00:00:00,465.21,467.07,455.46,457.88,12090000.0,-1.0
Oil And Natural Gas Corporation Ltd.,2020-01-27 00:00:00,118.35,118.5,116.8,117.25,12080000.0,-0.93
Infosys Ltd.,2020-11-25 00:00:00,1137.0,1143.5,1111.25,1115.65,8960000.0,-2.14
JSW Steel Ltd.,2023-03-17 00:00:00,670.0,678.0,664.5,676.4,1670000.0,2.11
Bajaj Auto Ltd.,2020-03-09 00:00:00,2675.0,2690.0,2558.6,2573.35,706900.0,-5.91
Cipla Ltd.,2022-01-14 00:00:00,926.05,933.0,916.3,921.5,2320000.0,-0.28
Oil And Natural Gas Corporation Ltd.,2022-04-07 00:00:00,170.6,173.8,168.2,168.85,24550000.0,-2.29
LTIMindtree Ltd.,2023-01-23 00:00:00,4139.95,4401.0,4121.0,4368.85,1270000.0,2.36
Adani Ports and Special Economic Zone Ltd.,2022-08-23 00:00:00,835.8,857.2,806.1,832.5,13520000.0,-0.92
IndusInd Bank Ltd.,2020-12-02 00:00:00,902.0,905.75,881.3,897.3,14970000.0,0.2
